modelname,time,epoch,accuracy,loss,test_accuracy,test_loss
conv-32-64-128-lin-512-2-model-1588012303,1588012318.27,2,0.71,0.1945,0.69,0.2058
conv-32-64-128-lin-512-2-model-1588012303,1588012318.438,2,0.67,0.2158,0.66,0.1955
conv-32-64-128-lin-512-2-model-1588012303,1588012318.602,2,0.63,0.2135,0.78,0.1821
conv-32-64-128-lin-512-2-model-1588012303,1588012318.771,2,0.61,0.2258,0.5,0.2774
conv-32-64-128-lin-512-2-model-1588012303,1588012318.932,2,0.65,0.2053,0.66,0.2248
conv-32-64-128-lin-512-2-model-1588012303,1588012319.092,2,0.73,0.1884,0.69,0.1925
conv-32-64-128-lin-512-2-model-1588012303,1588012319.251,2,0.75,0.1775,0.75,0.1786
conv-32-64-128-lin-512-2-model-1588012303,1588012319.41,2,0.78,0.1709,0.62,0.2447
conv-32-64-128-lin-512-2-model-1588012303,1588012319.573,2,0.72,0.1819,0.69,0.165
conv-32-64-128-lin-512-2-model-1588012303,1588012319.736,2,0.67,0.2093,0.53,0.2734
conv-32-64-128-lin-512-2-model-1588012303,1588012319.895,2,0.71,0.1914,0.56,0.2285
conv-32-64-128-lin-512-2-model-1588012303,1588012320.056,2,0.63,0.2245,0.62,0.2118
conv-32-64-128-lin-512-2-model-1588012303,1588012320.216,2,0.73,0.1837,0.72,0.1749
conv-32-64-128-lin-512-2-model-1588012303,1588012320.38,2,0.65,0.2172,0.78,0.1458
conv-32-64-128-lin-512-2-model-1588012303,1588012320.564,2,0.7,0.1824,0.78,0.1684
conv-32-64-128-lin-512-2-model-1588012303,1588012320.731,2,0.69,0.2016,0.59,0.2123
conv-32-64-128-lin-512-2-model-1588012303,1588012320.89,2,0.68,0.2142,0.66,0.1961
conv-32-64-128-lin-512-2-model-1588012303,1588012321.064,2,0.66,0.202,0.88,0.1523
conv-32-64-128-lin-512-2-model-1588012303,1588012321.244,2,0.61,0.2159,0.78,0.1712
conv-32-64-128-lin-512-2-model-1588012303,1588012321.406,2,0.62,0.2254,0.78,0.1793
conv-32-64-128-lin-512-2-model-1588012303,1588012321.574,2,0.7,0.1979,0.62,0.2475
conv-32-64-128-lin-512-2-model-1588012303,1588012321.735,2,0.75,0.1676,0.59,0.2664
conv-32-64-128-lin-512-2-model-1588012303,1588012321.904,2,0.71,0.2019,0.5,0.2666
conv-32-64-128-lin-512-2-model-1588012303,1588012322.081,2,0.65,0.2025,0.56,0.2647
conv-32-64-128-lin-512-2-model-1588012303,1588012322.266,2,0.7,0.1876,0.69,0.1994
conv-32-64-128-lin-512-2-model-1588012303,1588012322.44,2,0.73,0.1772,0.81,0.1453
conv-32-64-128-lin-512-2-model-1588012303,1588012322.613,2,0.76,0.1623,0.69,0.1859
conv-32-64-128-lin-512-2-model-1588012303,1588012322.777,2,0.76,0.1724,0.81,0.146
conv-32-64-128-lin-512-2-model-1588012303,1588012322.936,2,0.72,0.204,0.66,0.2233
conv-32-64-128-lin-512-2-model-1588012303,1588012323.094,2,0.73,0.1746,0.72,0.165
conv-32-64-128-lin-512-2-model-1588012303,1588012323.253,2,0.75,0.1592,0.66,0.235
conv-32-64-128-lin-512-2-model-1588012303,1588012323.411,2,0.74,0.1826,0.56,0.2433
conv-32-64-128-lin-512-2-model-1588012303,1588012323.571,2,0.85,0.1442,0.69,0.2064
conv-32-64-128-lin-512-2-model-1588012303,1588012323.732,2,0.73,0.1787,0.72,0.1618
conv-32-64-128-lin-512-2-model-1588012303,1588012323.89,2,0.67,0.2023,0.72,0.1822
conv-32-64-128-lin-512-2-model-1588012303,1588012324.047,2,0.63,0.2047,0.62,0.2292
conv-32-64-128-lin-512-2-model-1588012303,1588012324.204,2,0.63,0.2131,0.75,0.172
conv-32-64-128-lin-512-2-model-1588012303,1588012324.368,2,0.74,0.1793,0.69,0.2123
conv-32-64-128-lin-512-2-model-1588012303,1588012324.543,2,0.8,0.1448,0.62,0.2546
conv-32-64-128-lin-512-2-model-1588012303,1588012324.714,2,0.76,0.1846,0.69,0.2075
conv-32-64-128-lin-512-2-model-1588012303,1588012324.886,2,0.71,0.1832,0.53,0.241
conv-32-64-128-lin-512-2-model-1588012303,1588012325.054,2,0.76,0.1748,0.66,0.2216
conv-32-64-128-lin-512-2-model-1588012303,1588012325.213,2,0.74,0.1809,0.56,0.229
conv-32-64-128-lin-512-2-model-1588012303,1588012325.369,2,0.77,0.1682,0.69,0.2146
conv-32-64-128-lin-512-2-model-1588012303,1588012325.528,2,0.73,0.1913,0.69,0.2124
